,precision,recall,f1-score,support
119,1.0,0.85,0.9189189189189189,20.0
120,0.9090909090909091,1.0,0.9523809523809523,20.0
121,1.0,0.9,0.9473684210526316,20.0
122,1.0,1.0,1.0,20.0
123,1.0,1.0,1.0,20.0
124,0.9523809523809523,1.0,0.975609756097561,20.0
125,1.0,1.0,1.0,20.0
126,0.8260869565217391,0.95,0.8837209302325583,20.0
127,0.9047619047619048,0.95,0.9268292682926829,20.0
128,1.0,0.95,0.9743589743589743,20.0
129,1.0,0.9,0.9473684210526316,20.0
130,0.9523809523809523,1.0,0.975609756097561,20.0
131,1.0,0.95,0.9743589743589743,20.0
132,0.9090909090909091,1.0,0.9523809523809523,20.0
133,1.0,0.95,0.9743589743589743,20.0
134,1.0,0.9,0.9473684210526316,20.0
135,1.0,1.0,1.0,20.0
136,1.0,0.85,0.9189189189189189,20.0
137,1.0,0.9,0.9473684210526316,20.0
138,1.0,1.0,1.0,20.0
139,1.0,0.95,0.9743589743589743,20.0
140,0.9523809523809523,1.0,0.975609756097561,20.0
141,1.0,0.9,0.9473684210526316,20.0
142,0.7407407407407407,1.0,0.851063829787234,20.0
143,1.0,1.0,1.0,20.0
144,1.0,1.0,1.0,20.0
145,0.9047619047619048,0.95,0.9268292682926829,20.0
146,1.0,1.0,1.0,20.0
147,0.9523809523809523,1.0,0.975609756097561,20.0
148,1.0,0.95,0.9743589743589743,20.0
149,1.0,0.85,0.9189189189189189,20.0
accuracy,0.9546666666666667,0.9546666666666667,0.9546666666666667,0.9546666666666667
macro avg,0.9584211660067179,0.9546666666666666,0.9543809752623472,3000.0
weighted avg,0.9584211660067179,0.9546666666666667,0.9543809752623471,3000.0
