,precision,recall,f1-score,support
0,0.9,0.9473684210526315,0.9230769230769231,19.0
1,1.0,1.0,1.0,11.0
2,0.9444444444444444,0.8947368421052632,0.918918918918919,19.0
3,0.7272727272727273,1.0,0.8421052631578948,8.0
4,0.9333333333333333,0.9333333333333333,0.9333333333333333,15.0
5,0.9285714285714286,1.0,0.962962962962963,13.0
6,1.0,0.6842105263157895,0.8125000000000001,19.0
7,0.9,0.9473684210526315,0.9230769230769231,19.0
8,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
9,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
10,0.8888888888888888,1.0,0.9411764705882353,8.0
11,1.0,0.9473684210526315,0.972972972972973,19.0
12,1.0,0.875,0.9333333333333333,8.0
13,1.0,1.0,1.0,19.0
14,0.9411764705882353,0.8421052631578947,0.8888888888888888,19.0
15,0.95,1.0,0.9743589743589743,19.0
16,1.0,1.0,1.0,19.0
17,1.0,1.0,1.0,19.0
18,1.0,1.0,1.0,19.0
19,1.0,1.0,1.0,19.0
20,0.95,1.0,0.9743589743589743,19.0
21,1.0,0.8333333333333334,0.9090909090909091,12.0
22,1.0,1.0,1.0,19.0
23,1.0,1.0,1.0,19.0
24,0.5789473684210527,0.5789473684210527,0.5789473684210527,19.0
25,1.0,0.9473684210526315,0.972972972972973,19.0
26,1.0,0.75,0.8571428571428571,16.0
27,1.0,0.9473684210526315,0.972972972972973,19.0
28,1.0,0.8947368421052632,0.9444444444444444,19.0
29,0.8571428571428571,1.0,0.923076923076923,12.0
30,0.9444444444444444,0.8947368421052632,0.918918918918919,19.0
31,0.0,0.0,0.0,3.0
32,0.7647058823529411,0.9285714285714286,0.8387096774193549,14.0
33,0.875,0.7777777777777778,0.823529411764706,9.0
34,0.75,0.8571428571428571,0.7999999999999999,7.0
35,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
36,0.85,0.8947368421052632,0.8717948717948718,19.0
37,0.9,0.9473684210526315,0.9230769230769231,19.0
38,1.0,0.7222222222222222,0.8387096774193548,18.0
39,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
40,0.625,0.7142857142857143,0.6666666666666666,7.0
41,0.8421052631578947,0.8421052631578947,0.8421052631578947,19.0
42,0.8,0.8421052631578947,0.8205128205128205,19.0
43,0.7727272727272727,0.8947368421052632,0.8292682926829269,19.0
44,0.8235294117647058,0.7368421052631579,0.7777777777777778,19.0
45,0.9047619047619048,1.0,0.9500000000000001,19.0
46,1.0,0.8947368421052632,0.9444444444444444,19.0
47,0.95,1.0,0.9743589743589743,19.0
48,0.8571428571428571,0.9473684210526315,0.9,19.0
49,0.6666666666666666,0.7368421052631579,0.7,19.0
50,1.0,1.0,1.0,14.0
51,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
52,0.8181818181818182,0.9473684210526315,0.8780487804878049,19.0
53,0.8181818181818182,0.9473684210526315,0.8780487804878049,19.0
54,1.0,0.8,0.888888888888889,10.0
55,0.8823529411764706,0.7894736842105263,0.8333333333333333,19.0
56,0.8571428571428571,1.0,0.923076923076923,18.0
57,0.9375,0.7894736842105263,0.8571428571428572,19.0
58,0.9,0.9473684210526315,0.9230769230769231,19.0
59,0.9444444444444444,0.8947368421052632,0.918918918918919,19.0
60,0.9444444444444444,0.9444444444444444,0.9444444444444444,18.0
61,0.95,1.0,0.9743589743589743,19.0
62,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
63,0.8636363636363636,1.0,0.9268292682926829,19.0
accuracy,0.9079925650557621,0.9079925650557621,0.9079925650557621,0.9079925650557621
macro avg,0.8948134640369305,0.8943964729532163,0.891438593580146,1076.0
weighted avg,0.9109066132648848,0.9079925650557621,0.9065648475819558,1076.0
