,precision,recall,f1-score,support
0,0.9047619047619048,0.95,0.9268292682926829,20.0
1,1.0,0.9,0.9473684210526316,20.0
2,1.0,1.0,1.0,20.0
3,1.0,0.95,0.9743589743589743,20.0
4,1.0,1.0,1.0,20.0
5,0.9523809523809523,1.0,0.975609756097561,20.0
6,0.8947368421052632,0.85,0.8717948717948718,20.0
7,0.8636363636363636,0.95,0.9047619047619048,20.0
8,0.9444444444444444,0.85,0.8947368421052632,20.0
9,1.0,1.0,1.0,20.0
10,0.9047619047619048,0.95,0.9268292682926829,20.0
11,1.0,0.95,0.9743589743589743,20.0
12,0.8636363636363636,0.95,0.9047619047619048,20.0
13,0.9375,0.75,0.8333333333333334,20.0
14,0.9047619047619048,0.95,0.9268292682926829,20.0
15,0.7368421052631579,0.7,0.717948717948718,20.0
16,0.8695652173913043,1.0,0.9302325581395349,20.0
17,0.6923076923076923,0.9,0.7826086956521738,20.0
18,0.7407407407407407,1.0,0.851063829787234,20.0
19,1.0,0.95,0.9743589743589743,20.0
20,1.0,1.0,1.0,20.0
21,0.7916666666666666,0.95,0.8636363636363635,20.0
22,0.9473684210526315,0.9,0.9230769230769231,20.0
23,0.9333333333333333,0.7,0.8,20.0
24,1.0,0.95,0.9743589743589743,20.0
25,0.95,0.95,0.9500000000000001,20.0
26,0.7916666666666666,0.95,0.8636363636363635,20.0
27,0.8181818181818182,0.9,0.8571428571428572,20.0
28,1.0,0.9,0.9473684210526316,20.0
29,0.9411764705882353,0.8,0.8648648648648648,20.0
30,0.75,0.75,0.75,20.0
31,0.9523809523809523,1.0,0.975609756097561,20.0
32,0.9090909090909091,1.0,0.9523809523809523,20.0
33,0.9411764705882353,0.8,0.8648648648648648,20.0
34,0.8333333333333334,1.0,0.9090909090909091,20.0
35,0.9047619047619048,0.95,0.9268292682926829,20.0
36,0.7916666666666666,0.95,0.8636363636363635,20.0
37,0.8095238095238095,0.85,0.8292682926829269,20.0
38,0.5,0.7,0.5833333333333334,20.0
39,0.9090909090909091,1.0,0.9523809523809523,20.0
40,0.95,0.95,0.9500000000000001,20.0
41,0.6451612903225806,1.0,0.7843137254901961,20.0
42,1.0,0.9,0.9473684210526316,20.0
43,0.9523809523809523,1.0,0.975609756097561,20.0
44,0.7916666666666666,0.95,0.8636363636363635,20.0
45,1.0,1.0,1.0,20.0
46,0.8636363636363636,0.95,0.9047619047619048,20.0
47,1.0,0.8,0.888888888888889,20.0
48,0.9444444444444444,0.85,0.8947368421052632,20.0
49,0.9444444444444444,0.85,0.8947368421052632,20.0
50,0.9473684210526315,0.9,0.9230769230769231,20.0
51,1.0,0.85,0.9189189189189189,20.0
52,1.0,0.9,0.9473684210526316,20.0
53,0.9444444444444444,0.85,0.8947368421052632,20.0
54,0.7083333333333334,0.85,0.7727272727272727,20.0
55,1.0,1.0,1.0,20.0
56,0.8947368421052632,0.85,0.8717948717948718,20.0
57,0.9,0.9,0.9,20.0
58,1.0,0.8,0.888888888888889,20.0
59,0.782608695652174,0.9,0.8372093023255814,20.0
60,1.0,0.95,0.9743589743589743,20.0
61,0.85,0.85,0.85,20.0
62,0.75,0.75,0.75,20.0
63,0.9523809523809523,1.0,0.975609756097561,20.0
64,0.9523809523809523,1.0,0.975609756097561,20.0
65,0.9444444444444444,0.85,0.8947368421052632,20.0
66,0.75,0.9,0.8181818181818182,20.0
67,0.9444444444444444,0.85,0.8947368421052632,20.0
68,0.8095238095238095,0.85,0.8292682926829269,20.0
69,0.7222222222222222,0.65,0.6842105263157895,20.0
70,0.95,0.95,0.9500000000000001,20.0
71,1.0,0.95,0.9743589743589743,20.0
72,0.0,0.0,0.0,20.0
73,0.95,0.95,0.9500000000000001,20.0
74,0.7,0.7,0.7,20.0
75,0.9411764705882353,0.8,0.8648648648648648,20.0
76,0.9230769230769231,0.6,0.7272727272727274,20.0
accuracy,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8857142857142857
macro avg,0.8843294920216019,0.8857142857142858,0.8810551764076597,1540.0
weighted avg,0.8843294920216019,0.8857142857142857,0.8810551764076593,1540.0
